id,text,labels
aug_538e644a89,"Em cảm thấy may mắn vì dù em đanh ở tuổi teen và đang quá áp lực về trường lớp và điểm số nhưng em vẫn luôn chia sẻ những cái tốt và khó khăn để ba mẹ hiểu cho mình và đưa ra những giải pháp đúng đắn để có thể giải quyết tốt nó Ba mẹ em cũng thường hay nói chuyện và nói em những cái khó khăn của họ và em cũng...ừm...con hiểu cho ba mẹ đang như thế nào và con sẽ cố gắng Như việc anh Trí nói trên là sự hy vọng từ cha mẹ thì..có, ba mẹ em cũng hay đặt hy vọng cho em lắm, em vui vì..em luôn tích cực lắng nghe và cố gắng hơn. Đôi khi sẽ có áp lực nhưng em sẽ luôn viết ra và làm những điều mình thích để giải stress...từ video này em cũng ngẫm ra rất nhiều thứ Cảm ơn anh đã chia sẻ video này đến cho mn ạ ^^.","[9, 8, 6, 5, 10]"
aug_23f88c8247,"Hồi cấp 2 e cũng thế, cũng thất bại, mn trong nhà e nhìn chung cũng tâm lý, bình thường không nói gì không tạo áp lực… Nhưng mà nhiều khi bố e tức cũng lôi cái thất bại hồi đó ra khịa… thật sự là mỗi lần nghe từ người khác là 1 lần em khóc rất nhiều… dù cho có gỡ lại, đạt được thành tích tốt năm cấp 3, giờ lên đại học, em vẫn không thoát được sự thất bại hồi đấy, không thể nói ra, không dám nghĩ…🫠","[21, 18, 19]"
aug_dde9e18f1e,"Note 1 điều mà em tâm đắc đó là khi chia sẻ với gia đình khum chỉ chia sẻ những kết quả tốt đẹp, rực rỡ mà còn nên chia sẻ những khó khăn, lăn tăn, trở ngại bởi vì điều đó sẽ giúp người thân, gia đình bớt mong đợi làm cho mình áp lực hơn","[12, 6]"
aug_c2378acb2a,"Thanks anh vì chiếc clip rất chạm ạ. Em cũng đang dần học cách chia sẻ, cập nhật với ba mẹ mình. Mặc dù lần nào sắp chia sẻ cũng đều rất lo lắng, sợ đủ thứ, nhưng nói ra xong thì cảm thấy bình an, nhẹ nhõm đến lạ, và hơn hết là ba mẹ cũng support mình hơn nữa ☺️","[9, 17, 10, 3]"
aug_60e1d0e025,anh phân tích mới thấy thật may mắn khi bố mẹ tạo cho e cảm giác muốn tự phát triển chứ ko phải áp lực gì,"[9, 8]"
aug_be28d03061,"Em khá là may mắn vì áp lực em nhận được không phải từ gia đình hay ai khác mà là áp lực chính bản thân em đặt lên cho chính mình. Chỉ nhiêu đó thôi mà em đã muốn stress, muốn gục ngã rồi huống chi là những người bị cha mẹ so sánh với bn A, bn B, bn C,...Thật sự rất áp lực luôn. Hồi đó, mỗi khi nhìn vào bất kì gia đình nào có cha mẹ bắt con học rồi so sánh này kia em cũng hay gắn mác cho họ là ""cha mẹ độc hại""(như anh có nói trong video) nhưng xem xong video này em mới ngộ ra rằng ko cha mẹ nào muốn so sánh con mình với ""con nhà người ta"" cả, tất cả chỉ vì...thương con thôi và một phần cũng là do chúng ta NGẠI CHIA SẺ cho cha, mẹ nữa chứ ko phải tại họ không. Nhưng anh Trí ơi, em thấy có rất nhiều bậc cha, mẹ thường quá quan tâm đến điểm số và thành tích học tập trên trường á, anh nghĩ sao về vắn đề này?(Hì hì, mới biết kênh anh qua video này nên không biết anh đã từng nói về vấn đề này trên kênh của mình chưa)","[12, 8, 9, 6, 21, 14]"
aug_84234ef4d8,"Thật ra mẹ em không đặt quá nhiều áp lực, kì vọng lên em, bà chỉ đơn giản mong em khoẻ mạnh, hạnh phúc và có được một tương lai ổn định là được, chỉ có mỗi ba là từ nhỏ đã đặt rất nhiều kì vọng về vấn đề học tập của em ở trường lớp và mong em phấn đấu để giỏi a,b,c... như mấy đứa con của bạn ba. Nhưng dần rồi em đã giúp mình thoát khỏi 1 số kì vọng không hợp lí của ông và trao đổi thẳng thắn với ông rằng có khi em cảm thấy ông hiếm khi công nhận những điểm mạnh mà em có và 1 số kì vọng em cho là không hợp lí. Đến hiện tại, ba em có khi vẫn muốn uốn nắn 1 số điều ở em để ""TRÁNH"" người ngoài nói em khác người rồi nói này nói nọ. Em cũng có lắng nghe và thay đổi nếu cần thiết, còn điều gì em không làm sai mà người ta vẫn thích nói xấu thì em cũng thẳng thắn với ông là em sẽ không thay đổi vì lời nói của người khác. Có thể em không phải là đứa con ngoan ngoãn, lí tưởng mà ba kì vọng nhưng em cảm thấy thoải mái vì đã bảo vệ được những cái riêng của mình.","[9, 10, 7, 6]"
aug_c16bcf0b8a,"Em xin cảm ơn anh Trí. Thật sự em cũng nhận ra càng ngày em càng ít chia sẻ với ba mẹ đi, không phải vì em không yêu thương ba mẹ như xưa mà vì em không muốn họ lo lắng. Sau khi xem xong em cũng đã rút ra cho mình một số bài học rồi, em cảm ơn anh rất nhiều.","[9, 12, 3]"
aug_6a8dff3eb1,"Hiểu mới Thương. Vấn đề chung của con người Việt Nam đa số là khổ tâm, duy chỉ từ một việc chưa thấu hiểu cho nhau. Hiếm có thời gian và thói quen chia sẻ , kết nối sâu sắc với nhau. Phải 28 tuổi , mình mới thấu hiểu đc cho ba mẹ mình sau quãng thời gian dài lớn lên trong chỉ tiêu và áp lực. Và sau cột mốc đó, mình đã không còn mang tâm lý nạn nhân và từ đó không bao giờ trách ba mẹ nữa. Đời sống cả gia đình từ đó ai cũng nhẹ nhàng hơn rất nhiều, đó là hạnh phúc lớn lao trong đời mà mình đã cảm nhận được. Mỗi thế hệ hiểu nhau một hút mọi thứ sẽ trở nên nhẹ nhàng và yêu thương sẽ thay thế áp lực để trở thành động lực.","[12, 10, 3, 9]"
aug_eb0169cdc3,"tôi có 1 thứ khác với nhiều người, đó là áp lực của tôi đến từ bản thân chứ không phải bất cứ ai khác áp lực phải học giỏi vì muốn sau này tương lai tươi sáng hơn, có đủ tiền cho bản thân và gia đình, có đủ điều kiện cho ước mơ của mình... nó hoàn toàn đến từ chính tôi chứ chẳng có ai ép buộc tôi cả thậm chí bố mẹ tôi cũng không muốn tôi quyết liệt như thế và đúng là nó khiến cảm xúc của tôi như chơi tàu lượn siêu tốc trước khi có 1 kì thi tôi luôn sợ hãi và lo âu tột độ, tôi sợ điểm tôi tệ, tôi sợ kiểm tra, đó là nỗi sợ sâu thẳm của tôi, tôi rất sợ thi nhưng sau khi thi xong có điểm, đời tôi như lên mây vì điểm quá cao và rồi được vài tuần, lại sắp có kì thi tiếp theo, tôi lại như rơi xuống vực vì nỗi kinh hoàng rằng điểm lần này sẽ không cao bằng lần trước khi tôi quyết liệt và không thương xót bản thân, đúng là tôi đã hạnh phúc, hãnh diện và trở nên cực kì ấn tượng, nhưng nỗi sợ vẫn còn đó, tôi vẫn phải chịu đựng nó... chỉ là 1 chút chia sẻ thôi...","[16, 17, 21, 7, 2]"
aug_3a645ccf4a,"Sắp tới ngày thi rồi mà bài tập cô giao rất nhiều. Em cảm thấy cũng áp lực, mệt mỏi, bực tức lắm. Điểm số lại thấp rồi. Liệu có cao được không đây. Những suy nghĩ ấy cứ quanh quẩn mãi. Em cũng muốn chia sẻ với gia đình, cũng được khuyên rất nhiều. Nhưng em sợ lắm. Sợ bị cha mẹ phản đối, nói này nói kia... Em dễ khóc lắm. Khéo họ nói xong rồi mấy ngày sau em không còn năng lượng gượng dậy luôn 😢","[17, 21, 16, 20]"
aug_77ae91c1b9,"E rất đồng cảm về những gì a chia sẻ, bản thân e có 1 chị gái và e gái, 2 ng đều học rất giỏi, tốt nghiệp đều là thủ khoa đại học, ngoại trừ e. E vô cùng áp lực và tự tin khi xuất hiện bên cạnh họ, nên e lựa chọn đi xa làm việc, coi như một cách chạy trốn , nhưng càng ngày e cảm thấy trống rỗng, mất phương hướng, người thân như người xa lạ, không có 1 nơi yên bình cho bản thân, thật sự là bất lực.","[21, 18, 20, 17]"
aug_850d972482,Đang xem mà thấy áp lực ngang,[17]
aug_a64b4af4fc,Áp lực học hành❎ Kì vọng vật nuôi của bố mẹ✅,"[0, 10]"
aug_b7d4626323,Xem hồi hộp như phim kinh dị ý 😂😂😂😂😂,"[0, 13]"
aug_8f43cba625,"chào thầy ạ , con cũng bị áp lực cv gần suốt 1th tới h , con khóc nhiềi lắm, trong đầu lúc nào cũng snghi mệt mỏi con k có ai để giải bày tâm sự cứ ôm bụng để đi ngủ qua ngày con cũng tủi thân lắm 😢😢","[21, 22, 18]"
aug_bc49dad24c,Về nhà áp lực,[17]
aug_425ba8f662,Con Chào thầy con đang bị phiền não bị áp lực trầm cảm rất nhiều vừa vì công việc vừa vì con của con bị bệnh giờ con thật sự rất buồn và đau khổ con k biết phải làm sao con đã khóc rất nhiều 😭😭,"[21, 22, 16]"
aug_c9349ebf89,"Xét trong khoảng thời gian, bản tính con người luôn muốn chơi, muốn hưởng thụ hơn tự giác làm việc. Việc tạo áp lực thúc đẩy con người làm việc. Tuy nhiên, nó cũng chỉ là một phương pháp trong nhiều phương pháp thúc đẩy. Việc phù hợp người này, nhưng k phù hợp người khác là bình thường. Quan trọng bạn lựa chọn phương pháp nào phù hợp sự phát triển bản thân hay nhân viên.",[27]
aug_91b1647849,"Áp lực treo ở mái nhà Bữa cơm chan tiếng mẹ la nhẹ lòng Cha im như chiếc bóng không Mắt sâu hun hút những dòng lo toan Con ngồi học giữa muôn vàn Điểm số như núi đổ tràn giấc mơ Bạn bè áo trắng hồn thơ Còn con đếm những bất ngờ trong tim “Phải ngoan, phải giỏi” lặng im Câu quen như thể kim ghim mỗi ngày Nụ cười gượng ở trên môi Đêm về nước mắt rơi rơi một mình Con đâu muốn hóa vô hình Chỉ mong được hiểu hành trình con đi Ước gì lời nói thầm thì Thành câu ôm ấp những khi mỏi mòn Gia đình hai tiếng vuông tròn Xin đừng là gánh nặng con mang hoài Cho con một chút thảnh thơi Được sai, được ngã, được cười, được mơ","[21, 20, 16, 4]"
aug_a51971766e,"Đối với nhà và trường với mik thì trường là nơi tốt nhất với mik Số phần trăm nhà, trường, áp lực Số % mik thik ở nhà : 71% Số % mik thik ở trường: 1000 % Áp lực từ nhà: 15% Áp lực từ bạn bè:1% Áp lực từ học tập 11% Áp lực từ trường: 7% Mik bị áp lực khá ít từ gia đình 😊","[2, 9]"
aug_fcdc5f44a0,"Người khôn ngoan: 1. Biết mik muốn gì? 2. Lựa chọn cuộc chơi phù hợp nhất. 3. Đối diện và vượt qua thử thách cho mik. 4. Đạt đc những kết quả thật sự ý nghĩa vs mik. _ Để người khác dụ dỗ để lao đầu vào áp lực,...là dở r. Khi người ta dụ mik thì thường là lợi cho người ta nhiều hơn cho mik. _ Loop cần môi trường của sự kết nối, yêu thương ,chan hoà , niềm vui, thấu hiểu để thăng hoa. Bản thân em là Loop ,khi hiểu được Loop cần sự kết nối em nhận ra có thể trong khoảng thời gian trước đây khi em luôn áp lực, căng thẳng ,hầu như ít khi nào vui một phần là vì ở giai đoạn đó em có quá ít sự kết nối vs những người xung quanh, rất ít nói chuyện với người khác. Em dự định sắp tới khi bước vào năm học ,em sẽ tìm 1 hay một số người bạn hợp gu để nói chuyện và em còn muốn dành thêm thời gian để kết nối vs 1 số người thân trong gia đình để có được nhiều sự kết nối, yêu thương hơn. _ Arch cần môi trường có sự kiên nhẫn, có thời gian, quy trình để thăng hoa thậm chí vượt qua các chủng khác. _ Whorl cần áp lực, cảm giác chiến thắng,kết quả ấn tượng để thôi thúc họ. _ Khó khăn, thử thách,áp lực là 1 phần ko thể thiếu của quy trình sàn lọc tự nhiên để chọn ra những cá thể ưu tú của bất kì chủng loài nào. _ Ko nên nói vì mik ko p than đá,ko muốn thành kim cương mà trốn chạy trc những thử thách của mik. -> Phải biết phân biệt áp lực tích cực và áp lực tiêu cực. -> Phải biết mik muốn j, xác định đc cá tính,sở thích, biết mik muốn trở thành người ntn vs tố chất ,khả năng j thì áp lực giúp bạn mạnh mẽ hơn, tiến gần hơn mục tiêu bạn thật sự muốn, giúp bạn tiến gần hơn tới phiên bản hoàn thiện hơn của bạn là áp lực tích cực.","[12, 5, 6]"
aug_1890d13d83,chính xác tiềm thức không thích áp lực !,"[12, 11]"
aug_321e76dc87,"Theo em thì cái câu ""áp lực tạo nên kim cương"" khá là tối nghĩa. Áp lực như thế nào, phù hợp với khả năng hiện tại hay không và có đáng để mình chịu đựng và vượt qua nó hay không mới là điều quan trọng. Không phải cứ lao đầu vào áp lực rồi vượt qua nó là mặc nhiên thành công, nhiều khi nó còn tốn thời gian, công sức và tiền bạc của mình","[26, 12]"
aug_f5608e7ce7,"Muốn được trở thành kim cương thì bạn phải là than đá, nhưng than đá trong môi trường không phù hợp thì áp lực cũng không thể tạo ra kim cương. Dù bạn là ai, xuất phát như thế nào, thì phải biết bạn là thứ gì, và bạn phải trở thành gì, để tìm môi trường phù hợp để áp lực có thể rèn dũa bản thân. Cảm ơn anh vì bài học quí báu này.","[8, 9, 5]"
aug_3ec9b8fed5,"Tôi hoàn toàn đồng ý với thầy Nguyễn Hữu Trí rằng việc áp dụng một công thức 'áp lực tạo ra kim cương' cho tất cả mọi người là một sự sai lầm lớn [05:11]. Nó giống như việc giáo dục hàng loạt, không quan tâm đến sự đa dạng và cá tính của mỗi đứa trẻ. Thầy Trí đã phân tích rất sâu sắc về các chủng tính cách như Whorl, Loop, Arch [05:53] và cách mỗi chủng cần một môi trường khác nhau để thăng hoa. Điều này rất đúng, bởi vì áp lực tiêu cực có thể hủy hoại một người, nhưng áp lực tích cực lại là động lực để phát triển. Vấn đề là chúng ta cần biết cách phân biệt hai loại áp lực đó, và điều này đòi hỏi sự thấu hiểu bản thân và mục tiêu rõ ràng. Video này là một bài học tuyệt vời cho cả phụ huynh, giáo viên và những người đang tìm kiếm con đường phát triển cho riêng mình","[8, 11, 12]"
aug_a86a792622,áp lực tích cực xuất phát từ tham vọng thực sự của một người khi họ gặp khó khăn trong đam mê của mình thì đó không phải là khó khăn và họ không cảm thấy áp lực họ cảm thấy hưng phấn => họ cháy với ngọn lữa đam mê và chinh phục mọi thách thức,"[1, 8, 5]"
aug_8aa2ac350d,"Dạ em cảm ơn anh Trí giúp em hiểu sâu hơn về sự ngộ nhận của áp lực ạ, dạ chúng ta nên lựa chọn áp lực tích cực hay áp lực tiêu cực để hoàn thiện bản thân là rất quan trọng ạ, dạ cảm ơn về bài học của anh ạ!","[9, 8]"
aug_c2f01a9020,Cảm ơn video của a đã đến đúng khoảng tgian e gặp áp lực ❤️,"[9, 10]"
aug_3864dce834,"Hihi Khi nghe phần đầu a nói, em nghĩ áp lực rất quan trọng chứ và ko thể thiếu đc áp lực. Nhưng mà kb giải toả đc cái suy nghĩ ấy. Đến phần 2 thì a đã gỡ rối cho e với tư duy ""quay xe"" ấy Rất cảm ơn anh đã đưa đến góc nhìn đa chiều về áp lực.","[9, 10, 12]"
aug_33a3eeb45c,Áp lực thật mấy ngày nữa là e thì cấp 3 rôi 😢,"[17, 21]"
aug_8b05fa0d00,"rất là đúng,em bị áp lực rất nhiều","[21, 17]"
aug_48916ac9fb,"Bố mẹ làm thế là sai ko chịu thừa nhận rằng mình đã gây áp lực cho con , huỷ hoại ước mơ của con.Những câu nói đó của bố mẹ khiến con càng ko tự tin mà thậm chí còn khiến con nhạy cảm, tự ti. Nếu mọi việc trở nhiều khiến con không tự tin bản thân khó mà nhận được nhiều tình yêu từ cha mẹ.","[21, 20, 18]"
aug_53fcc21df0,Áp lực đều là ba mẹ tạo ra tôi cũng từng bị như vậy. Nếu ba mẹ cứ như vậy thì con sẽ cảm giác mất đi sự an toàn 😢😢😢😢😢😢,"[21, 16]"
aug_232f1c192f,Áp lực thực sự rất kinh khủng. Anh tôi ngày xưa cũng thế nên anh không muốn con mình bị thế nữa.,"[16, 21]"
aug_cefdc7a814,Tôi cũng đang chịu áp lực từ bà ngoại với ba tôi nè 😢,"[21, 17]"
aug_1a65f2238f,"T con một nên áp lực thì quá cao so với một đứa trẻ lớp 6 như t ""Tui còn ổn nhe""","[17, 21]"
aug_566e64b150,❤️ mình cũng như vậy và mỗi tối đi ngủ mình đều mắc chứng lo âu do thời gian chịu đựng quá dài mà mình không dám nói,"[21, 16, 17]"
aug_4c528926b6,Áp lực quá😮😮😮😮😮,[17]
aug_4d83a07c05,Áp lực vô cùng,[17]
aug_9e553a80eb,"Ba mẹ đừng la con của mik có thể con mik sẽ áp lực,nó sẽ ko tốt và con sẽ nghĩ mik ko cần trong gia đình. Một lời khen ko có mà còn áp lực cho con nx thì làm sao đc kiếm công việc đc, nên cha mẹ đừng la cứ cho con thoải mái đi r cx sẽ có ngày con gái học tốt và kiếm đc nhiều việc...","[21, 16, 26]"
aug_f160840686,"Em áp lực quá , nghe xg chỉ bt khóc thật to Mà ko thể bớt áp lực ,tại sao thế giới này khiến e áp lực quá vậy, e mệt quá rồi 😢😢","[21, 16]"
aug_6531a777d2,Cảm ơn nhân duyên đã đưa mình đến vid này giữa lúc mình chênh vênh và áp lực. Cảm ơn anh Hiếu đã chia sẻ những giá trị này <3,"[9, 8]"
aug_4ef35e56af,"Cháu đang trong giai đoạn tiêu cực vì những áp lực của công việc, học hành... Sau khi nghe video của chú cháu cảm thấy tâm trạng được giải tỏa rất nhiều","[21, 10, 9]"
aug_7f8ff60a72,"Cảm ơn chú nhiều ạ. Sau một thời gian ngắn trải nhiệm và quan sát sự kì vọng của bản thân. Cháu đã đúc rút được cho mình một điều mà cháu nghĩ là sẽ có ích cho mọi người. Đó là mỗi người chúng ta không giống nhau, xuất phát điểm và hoàn cảnh khác nhau. Vì vậy mà sự thành công đến với mỗi người cũng không giống nhau. Từ đó thì cháu đã tập trung vào quá trình sống hơn và bớt suy nghĩ về quá khứ hay tương lai. Mặc dù đôi lúc sự kì vọng vẫn quay trở lại và khiến cháu áp lực lên bản thân mình rất nhiều. Nhưng cháu tin rằng đến một lúc nào đó cháu có thể chuyển hoá nó để trở thành động lực. Cám ơn chú nhiều ạ !","[9, 8, 5]"
aug_6561f72777,"Thật tiếc nuối khi không biết đến anh sớm hơn, một thế hệ trẻ ko trẻ già ko già như em thì vẫn đầy chông chênh và lạc lối trong cuộc sống này với đủ loại áp lực từ bản thân từ xung quanh. Nhưng nhờ anh mà em có thể ngồi lại suy ngẫm nhiều hơn, bắt đầu biết mình phải làm gì hơn và cũng biết giải quyết những áp lực ra sao. Cảm ơn anh rất nhiều!","[9, 8, 21]"
aug_4cae296407,"Em tâm đắc với chủ đề này của anh. Trước kia em làm ở 2 doanh nghiệp đa quốc gia. Thật sự em thấy mình stress liên tục và luôn có tính so sánh, sân si, làm mình đi lạc hướng ngay, tâm luôn bất an. Nhưng sau đó nghỉ 3 tháng để tịnh tâm ngẫm nghĩ tất cả, em chọn cách sống quay hướng vào trong. Ở công ty thứ 3 này em tập trung cố gắng phát triển công việc mỗi ngày, ai thế nào suy nghĩ, đố kị ra sao em ko còn để tâm. Mà luôn tìm cách để cv mỗi ngày tốt hơn. Em đang thấy mình đang đi đúng, tâm an vậy là đủ. Em cảm ơn anh Hiếu!❤","[9, 8, 10, 12]"
aug_be825c6fc0,"Chào chú Hiếu, cháu không biết đã nghe tập này của chú bao nhiêu lần rồi nữa, nhưng mỗi lần cháu nghe lại cảm xúc của cháu vẫn như lần đầu. Cuộc sống của cháu đã thay đổi rất rất nhiều từ khi cháu biết đến chú và nghe những điều chú chia sẻ. Mỗi khi mệt mỏi, mỗi khi áp lực thì ""Cặm cụi"" là bài cháu luôn mở lên nghe, chú Hiếu và video này là điểm tựa của cháu, cháu rất biết ơn và rất rất cảm ơn chú. Từ những chia sẻ của chú, cháu không những học được nhiều kiến thức, nhìn nhận vấn đề ở nhiều góc nhìn mà còn có cả một thứ gì đó mà cháu chưa thể nêu tên, nhưng đại khái là điều đó cho cháu nhìn nhận được con đường cháu đang đi và giúp cho cháu vững bước hơn, tin tưởng vào bản thân mình hơn. Ngay thời điểm này, một đứa bé 22 tuổi như cháu, gặp rất nhiều bấp bênh trên con đường sự nghiệp nhưng cháu luôn suy nghĩ là mình cứ ""Cặm cụi"" đi rồi kết quả mong muốn sẽ tới. Dù mệt, dù rất mệt thì cháu vẫn luôn cặm cụi, từng bước, từng bước một rồi sẽ đến đích mà cháu đặt ra. Tất cả những suy nghĩ mà cháu có để vững tin hơn là đều nhờ chú. Chính vì vậy, hôm nay cháu nghe lại bài này và muốn viết 1 cmt để cảm ơn sâu sắc đến chú, cảm ơn 1 ngừoi thầy của cháu❤❤","[9, 8, 6, 5]"
aug_eda297f7a3,"Cháu cám ơn chú Hiếu rất nhiều, những chia sẻ của chú thực sự chạm đến rất nhiều khoảnh khắc thực trong cuộc sống của cháu và để lại những thay đổi về mindset trong cháu. Tập này chú nói về một vài vấn đề mà cháu tóm tắt được: 1. áp lực nội tại ở một mức độ hợp lý sẽ giúp ta phát triển để tốt hơn mỗi ngày 2. quá nhiều áp lực từ bên ngoài (thầy cô, bạn bè, xã hội) sẽ làm tiêu hao năng lượng của ta và khiến cuộc sống ta không hạnh phúc 3. áp lực nội tại nhưng quá nhiều do những kỳ vọng ta không kiểm soát được, do ta so sánh bản thân với người khác mà quên rằng chính sự cặm cụi tập trung vào chính mình mới làm cho mình phát triển chứ không phải là đi thăm dò, đối phó hay tìm cách để mình hơn người khác 4. không so sánh với người khác là đỉnh cao của sự tự tin, là tập trung vào suy nghĩ làm sao để tốt hơn 1% mỗi ngày, và vứt bỏ suy nghĩ hơn thua, cao thấp 5. cái này cháu nhận ra sau khi xem 3 lần postcard của chú: ""Ta chỉ sống một lần trên đời, những ngày tháng trôi qua rất nhanh và không biết mình còn bao nhiêu thời gian được sống, thay vì dồn năng lượng để so sánh với người khác, ghen tỵ rồi thất vọng tại sao ta không dành thời gian và nguồn năng lượng hữu hạn quý báu của mình để yêu bản thân nhiều hơn, yêu gia đình, trân quý những điều tốt đẹp mà cuộc sống đem đến cho ta. Ai cũng có một cuộc đời, chỉ cần bản thân tự cảm thấy hạnh phúc đã là quá đủ, cuộc đời ta không cần giống với tiêu chuẩn của một vĩ nhân hay người thành công nào cả.","[9, 8, 12, 5]"
aug_e5128caadc,"Hôm nay cháu vừa tốt nghiệp ***, bên cạnh việc vui mừng vì tốt nghiệp bằng Giỏi thì cũng rất lo lắng khi công việc của mình chưa ổn trong khi các bạn đồng trang lứa thì đã mua đất, mua xe, làm việc cho tập đoàn này nọ... Thực ra cháu cũng đã quen với peer pressure nhưng hôm nay lại nghe được bài podcast rất ý nghĩa này, cháu lại nhắc nhở mình nhìn vào bản thân để tự hoàn thiện và sống hạnh phúc chứ không đi so sánh với người khác để dằn vặt và lo lắng. Cảm ơn chú nhiều ạ. Chúc chú thật nhiều sức khoẻ để có thể chia sẻ nhiều giá trị hơn cho cộng đồng, nhất là những người trẻ ạ. <3","[2, 9, 17, 8]"
aug_18d30bd9b8,"Cảm ơn chú vì tập podcast này. Con đã khóc khi nhìn thấy bản thân mình trong đó. Con đã từng thuộc nhóm đổ lỗi, và luôn áp lực lên mình khi thấy bạn bè có thành công nhất định. Nhưng càng vội thì mọi thứ càng rối rắm. Nay nghe podcast của chú về sự cặm cụi con tự nhủ sẽ chậm lại 1 nhịp, và tập trung vào bản thân nhiều hơn. Một lần nữa con cảm ơn chú và chú chú nhiều sức khoẻ!","[9, 21, 12, 8]"
aug_b8cf953e75,"Con chào chú Hiếu ạ. Con là Phương, sinh viên năm nhất đại học. Khi bước sang một môi trường mới con gặp rất nhiều áp lực từ các bạn đồng trang lứa. Sau khi nghe những gì mà chú Hiếu chia sẻ, con đã vững thêm niềm tin và những hành động, mục tiêu của riêng mình ạ. Con chúc chưa Hiếu nhiều sức khỏe và niềm vui trong cuộc sống ạ.","[9, 8, 5]"
aug_8c921eb447,"Cám ơn anh Hiếu vì video này ạ. Em cũng có rất nhiều áp lực và nhiều khi cũng khiến em hơi mệt mỏi về thể chất và tinh thần. Khi nghe sự chia sẻ của anh, em cảm thấy tự tin hơn, nhẹ nhõm hơn và quan trọng là mình cố gắng tận hưởng thành quả nho nhỏ của mình ạ! Em cám ơn anh nhiều!","[9, 10, 8]"
aug_7fc4832607,"Bản thân vừa trải qua những áp lực tiêu cực thì gặp video này,nghe nghĩ mà thấm, đúng những gì bản thân cần !!!!","[10, 12]"
aug_0e97c9e5e7,"Cám ơn anh rất nhiều. Khi em bước vào công việc mới, em tự tạo áp lực tiêu cực cho bản thân mình. Giống như anh nói, em nghi ngờ khả năng của bản thân và quên đi việc tận hưởng niềm vui trong công việc. Không dễ dàng, nhanh chóng để chỉnh lại suy nghĩ của mình anh à, nhưng em đang cố gắng. Cám ơn anh đã chia sẻ. Clip này rất ý nghĩa với em!","[9, 8, 6]"
aug_ac77d9ee5e,"Chỉ còn vài ngày nữa, con sẽ bước vào một kì thi khá quan trọng. Vì kì thi này, con đã bỏ ra rất nhiều công sức thời gian để mong rằng con có thể đạt được kết quả tốt nhất. Nhưng vì nó quan trọng nên con đã vô hình chung đặt lên con một áp lực rất lớn rằng con phải làm tốt nhất, phải đạt giải cao nhất và vì vậy mà dẫn đến con bị lo âu, sợ hãi và chán nản mặc dù ngày thi đang đến gần. Gặp được video này của chú giống như nhân duyên vậy, nghe chú nói con mới ngộ ra rằng con đã để ý quá nhiều đến điểm của các bạn khác, về thứ tự của mình với các bạn để rồi con tự buồn, tự lo lắng, tự làm khổ bản thân. Cảm ơn chú vì tập podcast này, con thật sự đã nhận ra được rất nhiều ❤❤❤","[17, 12, 9]"
aug_fb0dd43cf8,"Ở độ tuổi với quá nhiều sự mông lung, không ai chỉ ra cho con đâu là điều nên làm, đâu là điều không nên. Tất cả những sự lo lắng ấy gói gọn trong postcard của chú. Cảm ơn chú thật nhiều, thật nhiều.","[9, 21, 15]"
aug_ffef5b4b21,"Em cảm ơn chị rất nhiều vì video này ạ. Là một người tuổi 2x và đang mông lung trong con đường phía trước không biết nên lựa chọn an toàn hay nghe theo con tim để trải nghiệm những điều mới mà mình luôn mong muốn, mục đánh giá lại động lực từ bên trong hay bên ngoài của chị thực sự đã giúp em suy nghĩ lại. Đặc biệt là ý cuối về việc không đánh giá bản thân mình dựa trên những gì mình đạt được đã làm em rưng rưng nước mắt 😭 từ nhỏ đến lớn em luôn là hsg nhưng đột nhiên lại từ bỏ ngôi trường tốt ở VN để ra nước ngoài vừa tốn tiền của gia đình nhưng lại học ở một trường nhỏ hơn rất nhiều. Suốt 2 năm qua điều này là trăn trở mỗi đêm của em, em luôn cố gắng làm thật nhiều thứ để tìm lại sự tự tin cho bản thân và tự đặt thật nhiều áp lực để chứng minh cho ngkhac thấy lên mình dù em nghĩ chắc chả ai để ý đến em như vậy. Sau video này em đã suy nghĩ lại và nhận ra, chỉ cần mình không ngừng cố gắng phát triển bản thân, không theo cách này hay cách khác thì một lần thất bại sẽ không thể đánh giá được mình là một con người thất bại ạ. Em chỉ tâm sự một chút cho nhẹ lòng thôi mong chị thật nhiều sức khoẻ và hạnh phúc để tiếp tục ra những nội dung có ích cho cộng đồng ạ","[9, 8, 21, 10, 12]"
aug_566535679f,"Cảm ơn chị thật nhiều! Em rất dở chịu áp lực, chọn cuộc sống bình yên. Nhưng từ sâu bên trong em rất muốn vượt qua vùng an toàn của bản thân, nhờ video này của chị em đã có động lực và biết cách để sống cùng áp lực và phát triển bản thân hơn! Rất mong chị ra video chia sẻ về cách sống chung và vượt qua những cảm xúc tiêu cực mà những người xung quanh mang tới vs mình ạ!","[9, 8, 4, 5]"
aug_9651e6154f,"Làm video kế tiếp về áp lực bên ngoài đi chị Trang và CEO LAB ơi, hóng quá ah.","[1, 14]"
aug_fcc7861116,Mình rất muốn nghe về chủ đề những thứ Toxic từ những người xung quanh gây áp lực cho mình và tiêu tốn emotional energy như thế nào. Mong bạn sớm ra podcast.,"[4, 14]"
aug_60b65d0c15,"Em cảm ơn chị Trang nhiều lắm, em cũng đang áp lực trong vị trí của mình lắm luôn. Em thấy mọi thứ như mớ bùi nhùi, đang rút, gỡ từng thứ 1 chị ạ.","[9, 21, 17]"
